;Unnamed: 0.1;Unnamed: 0;GV_Key;Date_cal;Ticker Symbol;Company Name;Quarter;Fiscal Data Year and Quarter;Final Date;Date_rep;Assets;Cash;Long-Term Debt;Net Income;EBIT;EBITDA;Revenue;Stockholders Equity;HQ;Share_Price;Share_Price_BD;Div_Per_Share_Ann;Div_Yield;Market_Cap;Beta_1Y;Beta_2Y;Beta_5Y;Rev_1y_Growth;Rev_2y_Growth;Primary Industry;Industry Sector;Industry Group;Industry;Shares_out;EBITDA_Margin;Profit_Margin;Leverage;Debt/Assets;Cash/Assets;ROE;P/B;P/Sales;P/EBITDA;P/EBIT;P/E;Universe;P/EBIT AVG;P/EBITDA AVG;P/Sales AVG;P/E AVG
5683;5683;5683;GV_020692;31.03.2017;KE;KIMBALL ELECTRONICS INC;2017Q1;2017Q3;28.05.2017;01.05.2017;-0.252881777;-0.248899501;-0.242221565;-0.126842749;-0.202901533;-0.227173736;-0.119057375;-0.240344702;31;-0.285288409;17.55;-0.043478261;-0.125988611;-0.291437821;0.386291224;0.073429312;-0.155123545;0.121350226;-0.06203339;49;7;20;23;-0.273489948;-0.47285318;-0.203360586;-0.870617467;-0.5916574;-0.009154762;-0.024501004;-0.356222419;-0.412219019;-0.005957322;0.167787028;0.039049422;Value;0.06;0.07;-0.47;0.2
5707;5707;5707;GV_020748;31.03.2017;ANET;ARISTA NETWORKS INC;2017Q1;2017Q1;22.05.2017;04.05.2017;-0.017526443;1.628588664;-0.222373524;0.824115751;0.302751331;0.130220092;-0.009346969;0.217290338;31;0.034370349;35.05;-0.043478261;-0.125988611;1.285874955;0.377613192;0.424749177;0.318310653;1.385133018;2.005737677;26;7;20;11;0.119522448;0.444652511;1.64469561;-0.800176659;-0.612081393;2.345312738;0.876139995;1.973307976;0.132049608;0.026621776;-0.127920261;-0.267098072;Growth;0.45;0.68;0.5;0.06
5731;5731;5731;GV_020904;31.03.2017;HOLX;HOLOGIC INC;2017Q1;2017Q2;10.05.2017;10.05.2017;1.114853161;2.659750762;0.902631453;6.463478551;0.967535359;1.125113814;0.397125565;1.020318524;31;0.233654752;45.96;-0.043478261;-0.125988611;1.742345289;-0.831749581;-0.615931893;-0.012246915;-0.215479005;-0.036939927;60;5;11;30;1.99370793;1.106226506;5.899135775;0.034530431;0.429021608;0.410259778;3.390984868;0.732000029;1.202469233;0.540206639;0.745126964;-0.326381271;Growth;0.75;0.54;1.2;-0.33
5755;5755;5755;GV_020945;31.03.2017;IRMD;IRADIMED CORP;2017Q1;2017Q1;30.05.2017;28.04.2017;-0.335834457;-0.30895427;-0.242221565;-0.232936804;-0.28029423;-0.317168684;-0.362739759;-0.395117668;31;-0.456493256;8.17724;-0.043478261;-0.125988611;-0.354996335;1.38930967;1.258787088;0.480091185;-1.095584599;1.082262091;60;5;11;30;-0.421604568;-1.007706869;-0.89906655;-0.870617467;-1.354859183;2.965857583;-0.681313912;0.142837725;1.10220181;-16.13398456;-7.47742183;-4.577474312;Growth;-2.96;-5.72;2.59;-1.88
5779;5779;5779;GV_021429;31.03.2017;GVA;GRANITE CONSTRUCTION INC;2017Q1;2017Q1;16.05.2017;02.05.2017;-0.061265199;0.095088711;-0.126434902;-0.532249099;-0.569006905;-0.442231121;0.132866261;0.047178852;31;0.287313767;48.89761;0.52173913;0.380496678;-0.016364923;1.715721073;0.839703103;0.423136968;-0.089586419;-0.108799654;30;6;1;13;-0.162500336;-1.103099968;-0.948312167;-0.395688881;-0.280520908;0.187453598;-1.082572651;-0.022539213;-0.201142782;-3.186797217;-1.710213572;-1.448346334;Value;-1.71;-5.39;-0.2;-0.98
5803;5803;5803;GV_021440;31.03.2017;LSTR;LANDSTAR SYSTEM INC;2017Q1;2017Q1;19.05.2017;26.04.2017;-0.156995676;0.217241796;-0.200134244;0.181478011;0.135854777;0.039169067;0.467653912;-0.117814164;31;0.795742894;76.73201;0.347826087;0.095354846;0.219920182;0.172442705;-0.622072432;-0.447897562;-0.463751084;-0.440655541;20;6;22;29;-0.142512705;-0.402850832;-0.14595609;-0.608703414;-0.229655073;0.900324822;0.645150257;1.304058464;-0.203797776;0.556368347;0.372747882;0.46563712;Growth;0.37;0.47;-0.12;0.4
5827;5827;5827;GV_021503;31.03.2017;KMPR;KEMPER CORP/DE;2017Q1;2017Q1;17.05.2017;04.05.2017;1.04795125;-0.036455655;0.139058004;-0.233788098;-0.273660796;-0.28774693;0.321378364;0.60388925;31;0.021094281;34.32319;1;1.181930824;-0.044317046;0.867132476;0.971428571;-0.019110037;-0.188597291;0.186835936;114;4;13;41;-0.058313689;-0.800142553;-0.510543479;-0.554660318;0.704166642;-0.470410057;-0.533008185;-0.505265191;-0.343794728;8.616876495;52.74477946;-62.71087699;Value;52.74;8.62;-0.34;-62.71
5851;5851;5851;GV_021898;31.03.2017;BOOT;BOOT BARN HOLDINGS INC;2017Q1;2016Q4;20.06.2017;01.06.2017;-0.247452314;-0.333992371;-0.141124156;-0.197093531;-0.214585242;-0.245104223;-0.193870575;-0.319417122;31;-0.470325164;7.42;-0.043478261;-0.125988611;-0.337840405;0.933664058;0.967173833;0.142088463;0.125296166;1.198577521;8;1;3;62;-0.280041947;-0.420490289;-0.368382221;0.359831537;0.439584805;-0.472229375;-0.230389711;-0.472947822;-0.497921448;-0.404833457;-0.301743501;0.220414799;Growth;0.12;0.18;-0.41;0.12
5875;5875;5875;GV_021904;31.03.2017;PANL;PANGAEA LOGISTICS SOLUTIONS;2017Q1;2017Q1;12.06.2017;10.05.2017;-0.275592951;-0.297620424;-0.172635254;-0.212861522;-0.247269547;-0.271329202;-0.277907173;-0.316503909;31;-0.554354867;2.81972;-0.043478261;-0.125988611;-0.349742642;-1.536948016;-1.45324268;-0.836537033;0.490753591;-1.341406312;92;6;22;46;-0.201650996;-0.327958154;-0.36775317;0.334690322;-0.057266712;-0.164774214;-0.378771125;-0.618742944;-0.500954311;-0.489580204;-0.285895725;0.196871717;Value;-0.47;-0.56;-0.52;-0.37
5899;5899;5899;GV_022040;31.03.2017;UPLD;UPLAND SOFTWARE INC;2017Q1;2017Q1;07.06.2017;11.05.2017;-0.315537475;-0.30374575;-0.21458615;-0.301307117;-0.277816587;-0.30217238;-0.346061467;-0.382907869;31;-0.217886077;21.24;-0.043478261;-0.125988611;-0.305861019;-1.541321968;-1.449798367;-0.682080399;0.161026045;0.114640596;10;7;19;60;-0.365764684;-0.184853322;-2.859796173;0.327998629;0.326195069;0.349665793;-2.621397024;1.560317198;1.138481611;3.08303955;86.90520789;-1.265280424;Value;86.91;3.08;1.14;-1.27
5923;5923;5923;GV_022047;31.03.2017;GRBK;GREEN BRICK PARTNERS INC;2017Q1;2017Q1;01.06.2017;08.05.2017;-0.252826556;-0.269425322;-0.209904089;-0.151238029;-0.186800813;-0.249722423;-0.261985283;-0.203410727;31;-0.419545087;10.2;-0.043478261;-0.125988611;-0.288012594;0.689169927;0.688807933;1.080590156;1.367884632;1.532653611;67;1;4;35;-0.079063181;-0.194688852;0.036174678;-0.453604172;-1.041598834;-0.119556083;-0.212514536;-0.426074704;-0.111236551;0.320673488;0.039857264;0.268123419;Growth;0.09;0.24;-0.14;0.19
5970;5970;5970;GV_022164;31.03.2017;MOMO;HELLO GROUP INC;2017Q1;2017Q1;23.05.2017;23.05.2017;-0.195582416;0.677587286;-0.242221565;0.801842352;0.43510337;0.210379246;-0.08449183;-0.039209107;6;-0.047851363;30.5487;-0.043478261;-0.125988611;0.958998194;-1.116056456;0.660131305;0.978528491;18.91008266;15.19626373;84;0;15;42;1.229185526;1.078001183;2.156854406;-0.870617467;-1.270543597;2.794048486;1.794630296;2.976934979;1.652777964;0.903447265;0.457676031;0.191248798;Value;1.35;1.16;1.29;1.27
5994;5994;5994;GV_022207;31.03.2017;TBI;TRUEBLUE INC;2017Q1;2017Q1;01.05.2017;01.05.2017;-0.166262042;-0.286031466;-0.214257006;-0.170589076;-0.223704234;-0.213050837;0.239686933;-0.138268596;31;-0.105366194;27.4;-0.043478261;-0.125988611;-0.178750923;1.981330352;1.572172761;1.484289694;-0.58597455;0.008316082;74;6;2;56;-0.144681766;-0.667216492;-0.434943433;-0.687419793;-0.193980546;-0.391540293;-0.347569082;-0.098404883;-0.416943372;0.864335066;2.263509796;1.99969044;Value;0.96;0.69;-0.27;2.72
6018;6018;6018;GV_022447;31.03.2017;PARR;PAR PACIFIC HOLDINGS INC;2017Q1;2017Q1;02.06.2017;09.05.2017;-0.140670137;-0.232540496;-0.06997682;0.123069104;-0.045353529;-0.083941054;0.279281964;-0.207211572;31;-0.299718719;16.76;-0.043478261;-0.125988611;-0.244164843;-1.770612074;-0.998188229;-0.950421215;0.09586771;-1.398576553;103;3;7;51;-0.110272567;-0.471595257;-0.107144538;0.114403338;0.394651677;-0.288410134;0.919518798;-0.188189899;-0.492719153;-0.3260237;-0.274961572;-0.294786957;Value;-0.03;-0.32;-0.07;0.22
6042;6042;6042;GV_022603;31.03.2017;SUM;SUMMIT MATERIALS INC;2017Q1;2017Q1;23.05.2017;03.05.2017;0.155211179;0.059495385;0.525133743;-0.896323237;-0.527844787;-0.269268424;-0.064122467;0.124813861;31;-0.108836592;27.21001;-0.043478261;-0.125988611;0.11993384;1.367006708;1.310607625;1.225891918;0.326272333;0.622253991;29;8;14;12;0.424786455;-0.682960701;-2.111288452;0.90678641;0.32464662;-0.180962657;-1.571918918;0.130157211;0.399022413;8.494864105;-2.403343356;-1.163180965;Growth;-2.4;8.49;0.4;-1.16
6066;6066;6066;GV_022653;31.03.2017;VSTO;VISTA OUTDOOR INC;2017Q1;2016Q4;02.06.2017;11.05.2017;0.15602846;-0.235561969;0.310198671;-0.219087401;-0.027835882;-0.01026108;0.250930257;0.225834433;31;-0.213319523;21.49;-0.043478261;-0.125988611;-0.169047171;-0.488415316;-0.398379147;-0.851621352;0.199649949;0.262935993;88;1;4;43;-0.007618604;-0.331428032;-0.493613871;0.406838857;0.105393628;-0.46511723;-0.51553016;-0.510995157;-0.406192831;-0.216129166;-0.042241147;14.53306906;Growth;-0.04;-0.22;-0.41;14.53
6090;6090;6090;GV_023027;31.03.2017;EXPO;EXPONENT INC;2017Q1;2017Q1;19.05.2017;19.04.2017;-0.275467949;-0.123921591;-0.242221565;-0.019363753;-0.162570574;-0.223811413;-0.278263442;-0.265772227;31;-0.089502717;28.26846;0.413043478;0.607850891;-0.113877987;0.628773058;0.185735715;-0.514916075;-0.375365056;-0.327631691;121;6;2;56;-0.282130341;0.220552588;1.207601339;-0.870617467;-0.88477331;1.082188711;0.682206973;1.035479078;0.274674374;0.403114043;0.179515422;-0.110250554;Growth;0.04;0.15;-0.12;0.03
6114;6114;6114;GV_023119;31.03.2017;SEDG;SOLAREDGE TECHNOLOGIES INC;2017Q1;2017Q1;11.05.2017;09.05.2017;-0.26562711;-0.036633702;-0.242221565;-0.049870559;-0.183389107;-0.239087435;-0.245170046;-0.254239158;16;-0.316340974;15.85;-0.043478261;-0.125988611;-0.262260602;1.54009223;0.933338528;-1.375013262;-0.412453869;-0.418931108;124;7;18;59;-0.147272092;-0.193824447;0.565237572;-0.870617467;-0.742254702;1.414581795;0.430633402;-0.113848745;-0.04348966;0.471903705;0.248600692;-0.095647503;Growth;0.03;0.28;0.07;-0.1
6138;6138;6138;GV_023195;31.03.2017;MTRX;MATRIX SERVICE CO;2017Q1;2017Q3;19.05.2017;09.05.2017;-0.244994614;-0.24985351;-0.219836224;-0.405584232;-0.44234632;-0.401112592;-0.09947116;-0.247593694;31;-0.404932115;11;-0.043478261;-0.125988611;-0.322151485;-0.290888765;0.175667725;0.001091309;-0.608900258;-0.561404924;30;6;1;13;-0.279513126;-1.169606659;-0.985037927;-0.605063076;-0.340270323;-0.060241586;-1.428398642;-0.535228806;-0.502327327;-1.356872022;-1.004688332;-0.809443626;Value;-0.01;-0.17;-0.48;0.2
6162;6162;6162;GV_023245;31.03.2017;BLD;TOPBUILD CORP;2017Q1;2017Q1;19.05.2017;09.05.2017;-0.059638669;-0.141768744;-0.164177927;-0.251703381;-0.052279847;-0.134769789;0.103940031;0.076817764;31;0.375035254;53.7;-0.043478261;-0.125988611;-0.03956714;1.035536613;0.108932224;-1.28939399;-0.117343889;0.053481734;67;1;4;35;-0.185141034;-0.445102708;-0.540197705;-0.552344934;-0.384705799;-0.218312232;-0.567176778;-0.123632546;-0.16290821;0.853866604;0.525587856;-12.93158166;Growth;0.53;0.32;-0.23;-17.03
6186;6186;6186;GV_023247;31.03.2017;PJT;PJT PARTNERS INC;2017Q1;2017Q1;02.06.2017;02.05.2017;-0.256653418;-0.160118148;-0.24204761;-0.213039404;-0.266069552;-0.295447734;-0.241118427;-0.44326887;31;0.021658342;34.35407;0.173913043;0.156780555;-0.258410541;0.572512577;0.115867604;-1.28939399;0.340163651;0.238623474;86;4;9;8;-0.352248384;-0.673315657;-0.408922127;-0.868272286;-1.325340861;0.513368661;-0.977182626;-4.620849871;-0.079364603;3.837616261;6.679230206;4.458328306;Growth;6.68;3.84;-0.08;4.46
6210;6210;6210;GV_023252;31.03.2017;ETD;ETHAN ALLEN INTERIORS INC;2017Q1;2017Q3;07.05.2017;26.04.2017;-0.245055693;-0.18612886;-0.228428961;-0.200981529;-0.196766795;-0.228732164;-0.17514989;-0.206185216;31;-0.23426119;20.34353;0.782608696;1.156306021;-0.228129504;0.815455562;0.495303033;-0.026312678;-0.463449099;-0.358546735;65;1;4;35;-0.269680646;-0.373697436;-0.396518157;-0.706894617;-0.806819529;0.254382461;-0.411420552;-0.107797524;-0.304227488;0.157077709;0.249013542;2.029069354;Value;0.15;0.01;-0.36;0.35
6234;6234;6234;GV_023296;31.03.2017;EVA;ENVIVA INC;2017Q1;2017Q1;11.06.2017;10.05.2017;-0.223704646;-0.323686941;-0.069584789;-0.213789051;-0.198159974;-0.204996104;-0.237264734;-0.258099895;31;-0.276549852;18.0284;2.369565217;4.07690077;-0.249860579;-1.031148686;-0.055459664;0.150200528;-0.105596666;0.800864201;22;3;7;51;-0.282282713;0.03636018;-0.415984134;0.80906948;0.087598679;-0.452227326;-0.441361398;-0.008719557;-0.228367742;-0.176265318;0.105382201;3.353941645;Value;-0.03;-0.32;-0.07;0.22
6258;6258;6258;GV_023753;31.03.2017;DORM;DORMAN PRODUCTS INC;2017Q1;2017Q1;17.05.2017;02.05.2017;-0.218499416;0.060125191;-0.242221565;0.140870035;0.078132823;-0.030594857;-0.13115232;-0.094146033;31;0.969600543;86.25;-0.043478261;-0.125988611;0.117006283;0.585229178;0.540359627;-0.595042425;-0.103789788;0.060845839;13;1;0;2;-0.209681901;0.404129786;0.639112354;-0.870617467;-1.299638286;1.02864908;0.450204103;0.795949466;0.734656286;0.76170269;0.453725897;0.490816968;Growth;-0.13;-0.06;-0.21;0.01
6282;6282;6282;GV_023812;31.03.2017;REGN;REGENERON PHARMACEUTICALS;2017Q1;2017Q1;04.05.2017;04.05.2017;0.966049958;1.801867627;0.112993757;2.932909804;3.129670565;2.359052156;1.042892923;2.079395684;31;7.327339245;434.31;-0.043478261;-0.125988611;7.168169436;1.605198435;0.76255674;0.406452063;0.204461579;1.354766257;15;5;16;5;0.42837168;1.119289627;1.135236876;-0.557829738;-0.575880231;0.209052548;0.535133596;2.394156895;2.899408133;1.796932464;1.195126881;1.365388756;Growth;1.16;1.8;3.14;1.24
6306;6306;6306;GV_023996;31.03.2017;GNL;GLOBAL NET LEASE INC;2017Q1;2017Q1;23.05.2017;08.05.2017;0.142790148;-0.163070529;0.496609285;-0.135584391;-0.117917593;-0.120264419;-0.301035747;0.269936008;31;-0.403814954;11.06116;2.27173913;4.85650638;-0.125163854;0.831637786;-0.540749255;-1.28939399;-0.131506994;1.379930715;41;9;8;19;0.076114333;2.175008767;0.521947466;0.884554196;-0.031900995;-0.390421564;-0.41368188;-0.463867453;0.560913716;-0.255682176;-0.087715606;0.459696428;Value;0.01;0.23;0.58;0.58
6330;6330;6330;GV_024116;31.03.2017;FSV;FIRSTSERVICE CORP;2017Q1;2017Q1;21.05.2017;26.04.2017;-0.212618474;-0.233967524;-0.098214736;-0.17544272;-0.205450418;-0.20947159;0.038662634;-0.320188041;3;0.864253803;80.4827;0.489130435;0.291864389;-0.00517593;-0.039617105;-0.827266174;-1.28939399;0.579763722;0.605660551;119;9;17;57;-0.196282121;-0.571284076;-0.408333164;0.410543317;0.297421752;-0.131538087;-0.029019185;3.434100943;0.148491233;3.312878689;4.966757867;6.540136653;Growth;3.61;2.53;0.07;13.74
6354;6354;6354;GV_024135;31.03.2017;ALRM;ALARM.COM HOLDINGS INC;2017Q1;2017Q1;24.05.2017;09.05.2017;-0.285930284;-0.187529315;-0.204844198;-0.179622953;-0.214031137;-0.252102879;-0.288885168;-0.309948027;31;-0.010747201;32.58;-0.043478261;-0.125988611;-0.122646443;-0.436123533;-0.145868968;-1.28939399;0.819892267;1.202185351;10;7;19;60;-0.103559232;-0.006034052;-0.041850938;-0.104044686;-0.471344476;0.8498241;-0.114036243;1.762698893;1.434957554;2.765818896;2.629987353;3.439281996;Growth;1.71;1.72;1.58;1.19
6378;6378;6378;GV_024157;31.03.2017;FCFS;FIRSTCASH HOLDINGS INC;2017Q1;2017Q1;18.05.2017;27.04.2017;-0.000130608;-0.160960547;-0.072973096;0.18480695;0.186048813;0.099964893;0.110587169;0.349800846;31;0.262661318;47.54799;0.782608696;0.643862702;0.042422353;0.467733371;-0.634244414;-0.247618066;4.119895664;1.97899197;32;4;9;14;-0.084163164;0.056752323;0.127980677;-0.300509596;-0.927213688;-0.308149259;-0.072898871;-0.268377189;-0.099741423;0.018211331;-0.03194522;0.161123536;Value;0;0.01;-0.15;-0.88
6402;6402;6402;GV_024293;31.03.2017;KALU;KAISER ALUMINUM CORP;2017Q1;2017Q1;01.05.2017;19.04.2017;-0.105629801;-0.263929802;-0.055131869;0.22743516;0.190996183;0.077028026;0.011863317;-0.002710246;31;0.556672484;63.64389;2.130434783;1.226431509;-0.146447115;0.171143097;-0.289548226;-0.508465225;-0.488871217;-0.535846767;7;8;14;48;-0.362053976;0.227970485;0.37490365;0.040753896;-0.384633935;-0.39518232;0.408598788;-0.262677205;-0.304917323;-0.397595915;-0.40679839;-0.259791633;Value;0.02;-0.23;-0.28;0.2
6426;6426;6426;GV_024344;31.03.2017;VRTX;VERTEX PHARMACEUTICALS INC;2017Q1;2017Q1;28.04.2017;27.04.2017;0.151000943;2.311840215;0.02612967;2.917980401;1.944668615;1.371670858;0.39639591;0.449906655;31;1.538958457;117.42;-0.043478261;-0.125988611;4.430056735;1.871562325;0.898084978;-0.418201826;2.419472507;4.9611061;15;5;16;5;1.687251835;1.441823192;2.508971689;-0.243735699;-0.404438588;2.008628331;2.535174598;5.122850175;3.472149567;1.793235142;1.12887091;0.649553628;Growth;1.16;1.8;3.14;1.24
6450;6450;6450;GV_024350;31.03.2017;MNRO;MONRO INC;2017Q1;2016Q4;01.06.2017;18.05.2017;-0.143755523;-0.331441259;-0.041640009;-0.107224878;-0.119382014;-0.136990407;-0.098643077;-0.113969295;31;0.247467481;46.71619;0.739130435;0.600521987;-0.090821541;-1.106749581;-0.61053944;-0.261380688;0.002821045;0.024102762;14;1;3;62;-0.225349335;-0.154676537;-0.173016604;0.294297721;-0.135277609;-0.522526925;-0.183842218;0.156989516;-0.0076597;0.474136223;0.636996476;1.086077106;Value;0.12;0.18;-0.41;0.12
6474;6474;6474;GV_024352;28.02.2017;PRGS;PROGRESS SOFTWARE CORP;2017Q1;2017Q1;10.04.2017;29.03.2017;-0.21807605;0.247639889;-0.1835817;-0.23664692;-0.132680544;-0.160760718;-0.270936933;-0.213824275;31;-0.130850669;26.00483;0.5;0.793498893;-0.140815023;1.245849637;-0.096136837;-0.187571807;-0.136092136;0.193419097;132;7;19;60;-0.08107987;0.811014332;-0.556697558;-0.325968875;-0.237622839;1.746806235;-0.558160832;0.394199938;0.790267413;0.419714704;0.508330434;-26.14954941;Growth;7.62;1.29;0.66;-23.51
6498;6498;6498;GV_024405;31.03.2017;ZBRA;ZEBRA TECHNOLOGIES CP  -CL A;2017Q1;2017Q1;19.05.2017;09.05.2017;0.416114743;0.12298884;1.062689755;-0.128329336;0.283610947;0.482904385;0.557178973;-0.00455308;31;1.192448363;98.45;-0.043478261;-0.125988611;0.482528189;0.663974287;1.279998441;0.691114015;-0.434790705;1.233255293;48;7;20;23;-0.053213706;0.05085487;-0.426042572;1.111846686;0.915470075;-0.278265141;-0.320368967;1.396350544;-0.022810563;0.149781708;0.563916357;6.17123064;Growth;0.39;0.12;0.09;6.44
6522;6522;6522;GV_024430;31.03.2017;EZPW;EZCORP INC  -CL A;2017Q1;2017Q2;03.05.2017;03.05.2017;-0.181121696;-0.036192572;-0.106950998;-0.128037101;-0.146818149;-0.186968572;-0.165385134;-0.097481051;31;-0.44785772;8.65;-0.043478261;-0.125988611;-0.293082022;0.692775293;1.130568273;1.004004499;-0.226134049;-0.185790375;32;4;9;14;-0.031263164;-0.183217283;-0.138451254;0.097351738;-0.626776645;0.36870279;-0.257596063;-0.586100967;-0.36947439;-0.272239813;-0.231886403;0.034614695;Value;-0.25;-0.27;-0.33;-0.04
6546;6546;6546;GV_024440;31.03.2017;PRA;PROASSURANCE CORP;2017Q1;2017Q1;05.05.2017;04.05.2017;0.473284417;-0.084506911;-0.014869802;0.296745708;0.07725417;-0.015256042;-0.131617716;0.52305334;31;0.278760064;48.42933;6.402173913;5.089396815;0.15529538;0.053269983;-0.687623463;-0.695697513;0.532150726;-0.240682325;114;4;13;41;-0.040011114;0.473670824;1.123838716;-0.549434639;0.250799049;-0.421231475;-0.057151942;-0.246613574;0.561685344;0.485413892;0.300950935;0.07433724;Value;0.3;0.49;0.56;0.07
6570;6570;6570;GV_024601;31.03.2017;CSWI;CSW INDUSTRIALS INC;2017Q1;2016Q4;23.06.2017;14.06.2017;-0.275551284;-0.293836274;-0.20537874;-0.195314709;-0.221107855;-0.308674394;-0.286498275;-0.272051683;31;0.100597798;38.67568;-0.043478261;-0.125988611;-0.266634333;0.6975545;-0.646806024;-1.28939399;-0.025087418;-0.110471261;18;6;1;7;-0.375830204;-0.746582643;-0.195986108;-0.232860739;-0.784843353;-0.137817368;-0.321401664;-0.053538426;0.191801398;11.50169638;0.79709402;1.794201072;Growth;-2.08;6.9;-0.18;-1.21
6594;6594;6594;GV_024617;31.03.2017;ODFL;OLD DOMINION FREIGHT;2017Q1;2017Q1;20.05.2017;27.04.2017;0.11724995;-0.228982226;-0.219399563;0.605968585;0.57746097;0.587992682;0.438525476;0.565887455;31;0.46574144;58.66579;0.246413043;0.107798165;0.851133573;0.833426495;0.263552239;-0.077822474;-0.321455669;-0.22574113;20;6;22;29;0.220222463;0.317128469;0.252452164;-0.81338688;-0.819807984;-0.448545428;0.187482641;0.489955297;0.028425289;-0.010122106;0.067795797;0.192365871;Growth;0.67;0.3;-0.03;0.69
6618;6618;6618;GV_024708;31.03.2017;ATNI;ATN INTERNATIONAL INC;2017Q1;2017Q1;20.05.2017;26.04.2017;-0.142394058;0.35029557;-0.171285713;-0.14282674;-0.1237357;-0.076337294;-0.231196399;0.005148929;31;0.6059951;66.3441;1.434782609;0.85455552;-0.179121526;-0.476774734;-0.774198827;-0.386335596;1.486554739;0.844267889;82;0;21;20;-0.373060617;0.968969719;-0.040773887;-0.461452765;-0.774665774;1.110953749;-0.354429865;-0.357782804;0.226916757;-0.144197711;0.253382402;1.069788217;Value;0.5;-0.21;0.16;0.93
6642;6642;6642;GV_024720;31.03.2017;WNC;WABASH NATIONAL CORP;2017Q1;2017Q1;25.04.2017;24.04.2017;-0.183244217;0.205939839;-0.147020854;0.026339279;-0.038846748;-0.09384535;0.019797515;-0.165366957;31;-0.278646813;17.9136;0.217391304;0.495491933;-0.168146665;1.423756288;0.952913444;0.941072333;-1.096893202;-0.729211005;28;6;1;45;0.021188681;-0.249678311;-0.022691642;-0.180277697;-0.189117881;1.110914978;0.343522926;0.030420002;-0.319478906;-0.086576806;-0.097842225;-0.019682099;Value;-0.16;-0.13;-0.36;-0.05
6666;6666;6666;GV_024755;31.03.2017;JBSS;SANFILIPPO JOHN B&SON;2017Q1;2017Q3;05.05.2017;03.05.2017;-0.273099274;-0.350433755;-0.229000526;-0.149471912;-0.19162153;-0.2312325;-0.182772754;-0.295414722;31;0.362244885;52.99978;5.391304348;3.554914057;-0.237544476;-1.433105087;-0.922413356;-0.411447834;-0.761785286;-0.38832586;107;2;10;27;-0.416163988;-0.368363767;-0.188594427;-0.649891845;-0.334311905;-0.546142183;0.051731511;0.375105864;-0.26898668;0.254687437;0.253349908;0.420008629;Value;0;-0.01;-0.18;0.04
6690;6690;6690;GV_024782;31.03.2017;PRGO;PERRIGO CO PLC;2017Q1;2017Q1;30.05.2017;30.05.2017;1.997195324;7.823626485;2.100279367;0.679764306;0.854339536;1.125113814;0.909168086;2.694328372;15;0.489558392;59.96967;0.652173913;0.370795107;1.22859062;0.532057015;-0.373739066;-0.428908782;-0.661933888;-0.418931108;112;5;16;55;0.767426436;0.32491134;0.015148496;0.282861413;0.052834744;1.093185202;-0.284185532;-0.297517836;0.109014241;0.085429052;0.348902199;0.686701907;Value;0.35;0.38;1.43;0.58
6714;6714;6714;GV_024783;31.03.2017;TTEK;TETRA TECH INC;2017Q1;2017Q2;22.05.2017;03.05.2017;-0.041159485;0.099975685;-0.076451676;0.111328876;-0.006518655;-0.053640186;0.34189965;0.050664367;31;0.160441936;41.9519;0.391304348;0.353870083;0.042517126;-0.263499162;0.104646315;-0.051376414;0.400354329;0.000319477;50;6;2;10;-0.004562199;-0.460179337;-0.154465836;-0.23609757;-0.17413833;0.143938014;0.089518576;0.10776349;-0.253744255;0.572787612;0.528594056;0.361944325;Growth;0.41;0.46;-0.29;0.36
